FRN,Firm,PSD Firm Status,PSD Agent Status,Authorisation Status,Effective Date,Effective To Date,Data listed here is as at the close of business on: 2019-04-18
788703,Unified Finance Ltd,Authorised Payment Institution,,Registered,2018-03-07 00:00:00,
793668,Giving.com Limited,Authorised Payment Institution,,Registered,2018-01-13 00:00:00,
784432,Ksher Wikaas UK Ltd,Authorised Payment Institution,,Registered,2018-04-30 00:00:00,
797421,The Good Exchange Limited,Small Payment Institution,,Registered,2018-01-13 00:00:00,
797344,Online Giving Ltd,Small Payment Institution,,Registered,2018-01-13 00:00:00,
566527,Hamilton Court FX LLP,Cancelled - Authorised PI,,No longer authorised,2018-11-01 00:00:00,
811827,AELORIA LIMITED,Authorised Payment Institution,,Registered,2019-03-22 00:00:00,
204440,Capital One (Europe) plc,Authorised Payment Institution,,Authorised,2018-05-29 00:00:00,
204487,MBNA Limited,Authorised Payment Institution,,Authorised,2018-06-22 00:00:00,
204572,Santander Cards UK Limited,PSD Revoked PI,,Authorised,2018-07-13 00:00:00,
313153,Creation Financial Services Limited,Authorised Payment Institution,,Authorised,2018-05-21 00:00:00,
308919,TTT Moneycorp Ltd,Authorised Payment Institution,PSD Agent,Registered,2018-04-20 00:00:00,
437558,Global Investment Strategy UK Ltd,Authorised Payment Institution,,Authorised,2018-03-16 00:00:00,
462444,HiFX Europe Limited,Authorised Payment Institution,,Appointed representative - introducer,2018-01-13 00:00:00,
467596,Santander Cards Ltd,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
511641,CredEcard Limited,Cancelled - Small PI,,No longer authorised,2011-12-15 00:00:00,
512130,Currency Solutions Limited,Authorised Payment Institution,,Registered,2018-05-18 00:00:00,
537580,Earthport PLC,Authorised Payment Institution,,Registered,2018-05-10 00:00:00,
517094,Direct Payments Limited,Cancelled - Small PI,,No longer authorised,2013-10-28 00:00:00,
583004,Transferbee Ltd,Cancelled - Small PI,,No longer authorised,2016-12-23 00:00:00,
540259,Hashim Travel Ltd,Small Payment Institution,PSD Agent,Registered,2018-10-09 00:00:00,
540322,Invapay Payment Solutions Limited,Cancelled - Small PI,,No longer authorised,2015-06-12 00:00:00,
540533,Graphcrown Limited,Cancelled - Authorised PI,PSD Agent Former,No longer authorised,2015-07-29 00:00:00,
541065,Mastercard Payment Gateway Services Client Finance Limited,Authorised Payment Institution,,Registered,2018-06-26 00:00:00,
541092,VFX Financial PLC,Cancelled - Authorised PI,,No longer authorised,2016-06-21 00:00:00,
584599,Segregated Payments Limited,Authorised Payment Institution,,Registered,2018-04-30 00:00:00,
584615,Checkout Ltd,Cancelled - Authorised PI,,No longer authorised,2017-10-24 00:00:00,
542750,John Lewis Financial Services Limited,Authorised Payment Institution,,Registered,2018-06-07 00:00:00,
543079,RSM 2000 Limited,Cancelled - Small PI,,No longer authorised,2016-03-02 00:00:00,
543196,Ardohr Limited,Cancelled - Small PI,,No longer authorised,2018-01-13 00:00:00,
502591,Euro Exchange Securities UK Limited,Cancelled - Small PI,,No longer authorised,2016-04-14 00:00:00,
502597,WorldPay AP Ltd,Authorised Payment Institution,,Registered,2018-04-13 00:00:00,
502854,FirstForex Limited,Cancelled - Small PI,,Registered,2012-12-20 00:00:00,
551752,Rukia Limited,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
612857,Payment Solutions Limited,Authorised Payment Institution,,Registered,2018-02-23 00:00:00,
503581,I-neda Limited,Cancelled - Small PI,,Registered,2013-10-08 00:00:00,
615642,Vitesse PSP Limited,Cancelled - Authorised PI,,No longer authorised,2016-11-01 00:00:00,
587718,Sumup Payments Limited,Cancelled - Authorised PI,,No longer authorised,2017-04-27 00:00:00,
504257,Rahim Oriakhel,Cancelled - Small PI,,Registered,2010-02-12 00:00:00,
504312,Voice Commerce Limited,Cancelled - Authorised PI,,No longer authorised,2011-12-05 00:00:00,
504315,Global Reach Partners Limited,Authorised Payment Institution,,Registered,2018-05-11 00:00:00,
504318,PXP Financial,Authorised Payment Institution,,Registered,2018-04-26 00:00:00,
504329,UAE Exchange UK Limited,Authorised Payment Institution,PSD Agent,Registered,2018-02-23 00:00:00,
504360,Currencies Direct Ltd,Authorised Payment Institution,,No longer authorised,2009-11-01 00:00:00,
504453,Route Trading Limited,Cancelled - Small PI,,No longer authorised,2011-04-12 00:00:00,
504538,Axia FX Limited,Cancelled - Authorised PI,,No longer authorised,2017-03-21 00:00:00,
504547,Spectrum Payment Services Limited,Authorised Payment Institution,,Registered,2018-06-27 00:00:00,
555318,NewDay Ltd,Authorised Payment Institution,,Registered,2018-02-19 00:00:00,
504611,MSBB Money Ltd,Cancelled - Authorised PI,,Registered,2019-03-22 00:00:00,
504613,Riaz MSB Limited,Cancelled - Small PI,PSD Agent Withdrawn Applicant,No longer authorised,2018-05-23 00:00:00,
505267,Foren Money Limited,PSD Revoked PI,PSD Agent Former,No longer authorised,2018-07-13 00:00:00,
616279,Bottomline Payment Services Limited,Authorised Payment Institution,,Registered,2018-06-06 00:00:00,
616297,Remetex Ltd,Cancelled - Small PI,,No longer authorised,2017-06-09 00:00:00,
616315,Attijariwafa Limited,Small Payment Institution,,Registered,2018-09-24 00:00:00,
616908,Automatic Data Processing Limited,Authorised Payment Institution,,Registered,2018-05-17 00:00:00,
506692,Aftab Currency Exchange Limited,Authorised Payment Institution,PSD Agent,Registered,2018-06-01 00:00:00,
563276,Intelligent Cash Management Limited,Cancelled - Authorised PI,,No longer authorised,2016-03-07 00:00:00,
532489,eMerchantPay Limited,Cancelled - Authorised PI,,No longer authorised,2017-06-12 00:00:00,
566505,Mayzus Financial Services Limited,PSD Revoked PI,,No longer authorised,2018-07-12 00:00:00,
535688,NordPay Financial Limited,Authorised Payment Institution,,Registered,2018-04-12 00:00:00,
536611,Western Union Business Solutions (UK) Limited,Cancelled - Authorised PI,PSD Agent,Registered,2018-05-17 00:00:00,
569208,Frodo Financial Limited,Cancelled - Small PI,PSD Agent,Registered,2014-01-24 00:00:00,
569954,Prof Pay Limited,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
570754,Flywire Payments Limited,Authorised Payment Institution,,Registered,2018-05-21 00:00:00,
597190,GoCardless Ltd,Authorised Payment Institution,,Registered,2018-06-11 00:00:00,
575102,Swapforex Limited,Small Payment Institution,,Registered,2018-10-30 00:00:00,
575193,Citadel Commerce UK Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
599635,Access Systems (UK) Limited,Cancelled - Small PI,,Registered,2018-10-15 00:00:00,
599682,Paymaster24 Ltd,Authorised Payment Institution,,Registered,2018-02-22 00:00:00,
579379,Trade My Currency Limited,Cancelled - Small PI,,Registered,2014-01-16 00:00:00,
581071,Payleven Ltd,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
607597,Ecommpay Limited,Authorised Payment Institution,,Registered,2018-04-30 00:00:00,
608277,PayPoint Payment Services Ltd,Authorised Payment Institution,PSD Agent Applicant,Registered,2018-03-01 00:00:00,
628834,ClubWise Software Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
502759,World First UK Limited,Cancelled - Authorised PI,,No longer authorised,2016-02-15 00:00:00,
651097,Payescape Ltd,Cancelled - Small PI,,No longer authorised,2019-01-11 00:00:00,
705849,Safened Limited,Authorised Payment Institution,,Registered,2018-05-24 00:00:00,
585091,AGPAYTECH LTD.,Authorised Payment Institution,PSD Agent Former,Registered,2018-04-26 00:00:00,
685046,Lozik Media Services Ltd,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
671893,Bibby Foreign Exchange Limited,Authorised Payment Institution,,Registered,2018-05-02 00:00:00,
711880,Paysera UK Ltd,Cancelled - Small PI,,No longer authorised,2018-12-06 00:00:00,
419751,Capital Deposit Limited,Small Payment Institution,,Authorised,2018-09-28 00:00:00,
718728,Jumblebee Ltd,Small Payment Institution,,Registered,2018-10-25 00:00:00,
488396,FairFX PLC,Authorised Payment Institution,,Registered,2018-05-31 00:00:00,
533178,Dek-Co (UK) Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
504346,Global Currency Exchange Network Ltd,Authorised Payment Institution,,Registered,2018-06-26 00:00:00,
504592,Currency UK Limited,Authorised Payment Institution,,Registered,2018-04-30 00:00:00,
504494,Cornhill International Payments Limited,Authorised Payment Institution,,Registered,2018-04-24 00:00:00,
631411,Invapay Payment Solutions Limited,Authorised Payment Institution,,Registered,2018-01-29 00:00:00,
674362,2Checkout (UK) Limited,PSD Revoked PI,PSD Agent Former,No longer authorised,2018-07-13 00:00:00,
140822,Instinet Europe Limited,Authorised Payment Institution,,Authorised,2018-06-18 00:00:00,
692591,PacNet Services Ltd,Cancelled - Authorised PI,,No longer authorised,2017-03-08 00:00:00,
698289,MTL (London) Limited,Small Payment Institution,,Registered,2018-09-13 00:00:00,
752255,ALPHA FX LIMITED,Cancelled - Authorised PI,,No longer authorised,2018-08-02 00:00:00,
662002,Dixipay Ltd,Authorised Payment Institution,,Registered,2018-05-31 00:00:00,
762542,DISC Holdings Limited,Small Payment Institution,,Registered,2018-08-22 00:00:00,
764299,Luno Money Limited,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
751996,Hargreaves Lansdown Savings Limited,Authorised Payment Institution,,Registered,2018-06-18 00:00:00,
766038,Advanced Wallet Solutions Limited,Authorised Payment Institution,,Registered,2018-05-24 00:00:00,
759853,OpenAX Limited,Authorised Payment Institution,,Registered,2018-05-30 00:00:00,
766340,Akoni Hub Limited,Authorised Payment Institution,,Registered,2018-05-02 00:00:00,
764978,Capital Guardians Limited,Cancelled - Small PI,,No longer authorised,2018-10-18 00:00:00,
507958,Rational Foreign Exchange Limited,Authorised Payment Institution,,Registered,2018-05-25 00:00:00,
770210,ShieldPay Ltd,Authorised Payment Institution,,Registered,2018-05-14 00:00:00,
767995,Paylink Solutions Limited,Authorised Payment Institution,,Registered,2018-05-18 00:00:00,
771845,Alipay (UK) Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
771793,Build Shield Limited,Small Payment Institution,,Registered,2018-11-28 00:00:00,
772729,The Good Box Co Labs Ltd,Small Payment Institution,,Registered,2018-11-16 00:00:00,
777613,Payment Card Solutions (UK) Limited,Authorised Payment Institution,,Registered,2018-05-18 00:00:00,
776795,Zensend Limited,Authorised Payment Institution,,Registered,2018-11-28 00:00:00,
756925,Debit Finance Collections Plc,Authorised Payment Institution,,Registered,2018-05-18 00:00:00,
774327,PayAlly Limited,Authorised Payment Institution,,Registered,2018-02-14 00:00:00,
779823,MoneyMovr Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
776076,TRANSFER NOW LIMITED,Small Payment Institution,,Registered,2019-01-04 00:00:00,
769661,Radial Commerce Ltd,Authorised Payment Institution,,Registered,2018-04-30 00:00:00,
777356,Kimberly Forex UK Ltd,Small Payment Institution,,Registered,2018-05-15 00:00:00,
741774,Madison CF UK Limited,Authorised Payment Institution,,Authorised,2018-05-23 00:00:00,
602271,Direct Payments Limited,Authorised Payment Institution,,Registered,2018-05-16 00:00:00,
538392,Foreign Currency Direct Plc,Cancelled - Authorised PI,,No longer authorised,2018-07-12 00:00:00,
742163,Platio Limited,Authorised Payment Institution,,Registered,2018-05-15 00:00:00,
746033,Bango Payments Limited,Cancelled - Authorised PI,,No longer authorised,2018-11-29 00:00:00,
744033,PayXpert Ltd,Authorised Payment Institution,,Registered,2018-05-03 00:00:00,
622935,TechToPay Limited,Authorised Payment Institution,,Registered,2018-05-09 00:00:00,
624117,Connectum Limited,Authorised Payment Institution,,Registered,2018-03-28 00:00:00,
730815,Eazy Collect Services Limited,Authorised Payment Institution,,Registered,2018-04-23 00:00:00,
729928,RSM 2000 Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
725293,UK Counting House Ltd.,Cancelled - Authorised PI,,No longer authorised,2017-03-08 00:00:00,
718770,Squareup Europe Ltd,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
708411,Selpas Limited,Small Payment Institution,,Registered,2018-11-08 00:00:00,
721549,Ixaris Solutions Limited,Authorised Payment Institution,,Registered,2018-04-03 00:00:00,
724624,BFIN Ltd,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
225539,Sova Capital Limited,PSD Revoked PI,,Authorised,2018-07-12 00:00:00,
743683,Cumulo Keystone Limited,Cancelled - Small PI,,No longer authorised,2017-11-16 00:00:00,
577057,Frontierpay Ltd,Authorised Payment Institution,,Registered,2018-02-26 00:00:00,
720701,Gain Capital Payments Ltd,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
534703,Eurochange Limited,Authorised Payment Institution,PSD Agent,Registered,2018-04-19 00:00:00,
661836,American Express Services Europe Limited (AESEL),Authorised Payment Institution,,Authorised,2018-06-14 00:00:00,
795079,Protected Trust Services Limited,Small Payment Institution,,Registered,2018-12-20 00:00:00,
552894,Dolfin Financial (UK) Ltd,Authorised Payment Institution,,Authorised,2018-04-17 00:00:00,
533391,Eiger Foreign Exchange Limited,Cancelled - Authorised PI,,No longer authorised,2019-04-08 00:00:00,
729906,Euro Exchange Securities UK Ltd,Cancelled - Authorised PI,,Registered,2018-07-20 00:00:00,
786921,ZipZap Europe Ltd,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
784275,CFT Group Ltd,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
782342,HPillars Limited,Cancelled - Authorised PI,,No longer authorised,2018-05-03 00:00:00,
789988,TALENTOOM LTD,Small Payment Institution,,Registered,2018-10-11 00:00:00,
799814,Amazon Payments UK Limited,Authorised Payment Institution,,Registered,2018-07-10 00:00:00,
783629,CREDITCARD OPTIMISATION LIMITED,Authorised Payment Institution,,Registered,2018-07-24 00:00:00,
673100,B Transfer Services Limited,Authorised Payment Institution,,Registered,2018-06-27 00:00:00,
788944,JGOO Limited,Small Payment Institution,,Registered,2018-06-22 00:00:00,
770067,Sunrate Partners Uk Limited,Authorised Payment Institution,,Registered,2018-03-28 00:00:00,
798578,YALLAPAY LIMITED,Small Payment Institution,,Registered,2018-08-01 00:00:00,
794752,Martrust Corporation Limited,Authorised Payment Institution,,Registered,2018-08-07 00:00:00,
810633,CIBO APP LTD,Small Payment Institution,,Registered,2018-10-11 00:00:00,
747393,Geoswift UK Limited,Authorised Payment Institution,,Registered,2018-05-22 00:00:00,
814075,Paysme Limited,Small Payment Institution,,Registered,2018-12-06 00:00:00,
781247,WOLLIT LTD,Small Payment Institution,,Authorised,2019-01-06 00:00:00,
714043,WePay Payments Limited,Authorised Payment Institution,,Registered,2018-05-02 00:00:00,
828635,The Professional Payroll Limited,Small Payment Institution,,Registered,2019-02-18 00:00:00,
823655,Globepay Limited,Small Payment Institution,,Registered,2019-03-01 00:00:00,
814757,Red Apple Finance Limited,Small Payment Institution,,Authorised,2019-03-07 00:00:00,
791330,Pelican Payment Services Ltd,Authorised Payment Institution,,Registered,2019-01-11 00:00:00,
782818,Roark Holdings Ltd,Authorised Payment Institution,,Registered,2018-04-16 00:00:00,
803879,Altus Investment Management Ltd,Authorised Payment Institution,,Registered,2018-03-20 00:00:00,
404426,Allstar Business Solutions Ltd,Cancelled - Authorised PI,,Appointed representative,2015-10-15 00:00:00,
446699,AirPlus International Ltd,Authorised Payment Institution,,Authorised,2018-01-16 00:00:00,
488386,BLICK ROTHENBERG FX LIMITED,Cancelled - Small PI,,Registered,2019-01-03 00:00:00,
511565,Fluency Solutions Limited,Cancelled - Small PI,,Registered,2013-04-23 00:00:00,
511810,JCB International (Europe) Ltd,Authorised Payment Institution,,Registered,2018-02-23 00:00:00,
515246,DTCC Solutions Worldwide Limited,Cancelled - Authorised PI,,Registered,2013-01-16 00:00:00,
582703,First Data Europe Limited,Authorised Payment Institution,,Registered,2018-05-21 00:00:00,
502433,IGF Invoice Finance Limited,Application Withdrawn - PI,,Registered,2010-12-22 00:00:00,
541034,FIRMA Foreign Exchange Corporation (UK) Limited,Authorised Payment Institution,,Registered,2018-05-03 00:00:00,
542256,Terra Payment Services (UK) Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
543182,HSBC Finance Limited,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
503562,E-Panurgy Limited,Cancelled - Small PI,,No longer authorised,2016-02-16 00:00:00,
503896,Lancore Limited,Cancelled - Small PI,,No longer authorised,2013-05-14 00:00:00,
504006,PayPrimo Ltd,Cancelled - Small PI,,Registered,2013-01-16 00:00:00,
504222,FX Capital Securities Limited,Cancelled - Small PI,,No longer authorised,2011-02-11 00:00:00,
629110,InComm Payments UK Ltd,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
504504,WorldPay Limited,Authorised Payment Institution,,Registered,2018-04-13 00:00:00,
615816,Eazipay Ltd,Authorised Payment Institution,,Registered,2018-02-01 00:00:00,
506614,Cybersource Limited,Cancelled - Authorised PI,,No longer authorised,2016-03-20 00:00:00,
530923,WorldPay (UK) Limited,Authorised Payment Institution,,Registered,2018-04-13 00:00:00,
535939,EarthportFX Limited,Authorised Payment Institution,,Registered,2018-05-10 00:00:00,
578474,Affiniture Cards Limited,Authorised Payment Institution,,Registered,2018-03-27 00:00:00,
624067,Sentenial Limited,Authorised Payment Institution,,Registered,2018-03-07 00:00:00,
629580,Bluesnap Payment Services Limited,Authorised Payment Institution,,Registered,2018-03-14 00:00:00,
630463,Kashing Limited,Small Payment Institution,,Registered,2018-11-07 00:00:00,
711869,Credit Blaustein Limited,Small Payment Institution,,Registered,2018-11-16 00:00:00,
629631,EQUIRE LIMITED,Authorised Payment Institution,,Registered,2018-02-02 00:00:00,
749511,Fidelity Payment Services Ltd,Small Payment Institution,,Registered,2018-02-02 00:00:00,
647741,Union Street Technologies Limited,Small Payment Institution,,Registered,2018-11-23 00:00:00,
623963,1A Commerce Limited,Small Payment Institution,,Registered,2018-10-26 00:00:00,
654552,BofA Merrill Lynch Merchant Services (Europe) Limited,Authorised Payment Institution,,Registered,2018-06-22 00:00:00,
747033,Betcade Europe Ltd,Cancelled - Authorised PI,,No longer authorised,2017-02-24 00:00:00,
765747,NEST Management Limited,Authorised Payment Institution,,Registered,2018-03-27 00:00:00,
755754,BanyanTree Wealth Ltd,Cancelled - Small PI,,Authorised,2019-01-08 00:00:00,
777736,Secure Funding Limited,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
712747,London & Zurich Limited,Authorised Payment Institution,,Registered,2018-05-25 00:00:00,
789824,Merchant Optimisation Services Limited,Authorised Payment Institution,,Registered,2018-02-26 00:00:00,
779275,Harlands Services Ltd,Authorised Payment Institution,,Registered,2018-02-26 00:00:00,
673186,APFIN LTD,Small Payment Institution,,Authorised,2019-04-08 00:00:00,
510751,Sonargaon Finance & Exchange Ltd,Cancelled - Small PI,PSD Agent Former,Registered,2013-12-16 00:00:00,
568523,Accordcard Ltd,Cancelled - Small PI,,No longer authorised,2013-03-14 00:00:00,
522933,Ebury Partners UK Limited,Cancelled - Authorised PI,,No longer authorised,2017-11-21 00:00:00,
763127,Epiphyte (UK) Ltd,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
769790,Coordz Ltd,Cancelled - Small PI,,No longer authorised,2017-12-07 00:00:00,
684908,Tandem Money Limited,PSD Revoked PI,,Authorised,2019-01-13 00:00:00,
574642,WorldRemit Ltd,Cancelled - Authorised PI,,No longer authorised,2018-10-19 00:00:00,
798375,RONGHAN INTERNATIONAL LIMITED,Authorised Payment Institution,,Registered,2018-09-26 00:00:00,
546298,UK NFS Limited,Authorised Payment Institution,PSD Agent Applicant,Registered,2018-04-30 00:00:00,
546254,Money Remittance Worldwide Limited,Authorised Payment Institution,,Registered,2018-05-02 00:00:00,
574754,Universal Securities and Investments Ltd,Authorised Payment Institution,PSD Agent Former,Authorised,2018-05-11 00:00:00,
533677,Opal Transfer Limited,Authorised Payment Institution,PSD Agent,Registered,2018-05-17 00:00:00,
540765,JN Money Services (UK) Limited,Authorised Payment Institution,PSD Agent,Registered,2018-05-17 00:00:00,
504475,BDO Remit (UK) Ltd,Authorised Payment Institution,PSD Agent,Registered,2018-05-17 00:00:00,
747167,Bureau Buttercrane Ltd,Authorised Payment Institution,,Registered,2018-04-20 00:00:00,
554549,Volopa Financial Services (Scotland) Limited,Authorised Payment Institution,,Registered,2018-07-03 00:00:00,
747423,Tranglo Europe Ltd,Authorised Payment Institution,,Registered,2018-05-03 00:00:00,
722528,Transpaygo Limited,Authorised Payment Institution,,Registered,2018-04-23 00:00:00,
535761,CROSSBARFX Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
725522,Kitakami Ltd,Authorised Payment Institution,PSD Agent Applicant,Registered,2018-03-02 00:00:00,
504630,Euronet Payment Services Ltd,Authorised Payment Institution,PSD Agent Withdrawn Applicant,Registered,2018-04-26 00:00:00,
525361,Worldwide Currencies Limited,Authorised Payment Institution,,Registered,2018-05-22 00:00:00,
607425,Ferpay Ltd,Authorised Payment Institution,,Registered,2018-05-17 00:00:00,
575875,Talbot FX LLP,Authorised Payment Institution,,Registered,2018-05-18 00:00:00,
815854,PLANET MERCHANT SERVICES LIMITED,Authorised Payment Institution,,Registered,2018-09-25 00:00:00,
821919,MY-FX Limited,Small Payment Institution,,Registered,2019-01-10 00:00:00,
900684,Clear Junction Ltd,,,Authorised Electronic Money Institution,,
516375,Recary Ltd,Small Payment Institution,PSD Agent Former,Registered,2018-10-18 00:00:00,
778473,Credorax Services UK Ltd,Authorised Payment Institution,,Registered,2019-01-07 00:00:00,
806630,DNA Payments Limited,Authorised Payment Institution,,Registered,2019-02-01 00:00:00,
783200,LMAX Broker Limited,Authorised Payment Institution,,Authorised,2019-02-19 00:00:00,
789900,SafeCharge Financial Services Limited,Authorised Payment Institution,,Registered,2018-05-01 00:00:00,
813630,BILLION KEY LIMITED,Authorised Payment Institution,,Registered,2019-04-03 00:00:00,
484347,American Express Payment Services Limited,Authorised Payment Institution,,Registered,2018-05-17 00:00:00,
510199,MNA ENTERPRISES LIMITED,Cancelled - Small PI,PSD Agent,Registered,2013-04-12 00:00:00,
540692,RFD Network Ltd,Cancelled - Small PI,,Registered,2012-03-02 00:00:00,
611290,Fintrax International Payment Services Limited,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
503715,Taylor FX Limited,Cancelled - Small PI,,No longer authorised,2011-10-24 00:00:00,
504062,EXIM Exchange Company (UK) Limited,Small Payment Institution,PSD Agent Former,Registered,2018-09-10 00:00:00,
504290,GPUK LLP,Authorised Payment Institution,PSD Agent,Registered,2018-03-09 00:00:00,
504473,Cambridge Mercantile Corporation (UK) Limited,Cancelled - Authorised PI,,No longer authorised,2017-03-01 00:00:00,
554603,Prepaid Financial Services Limited,Cancelled - Authorised PI,,No longer authorised,2012-07-17 00:00:00,
529112,HomeContact Ltd,Cancelled - Small PI,,No longer authorised,2018-06-07 00:00:00,
567776,Segregated Payments Limited,Cancelled - Small PI,,No longer authorised,2013-02-21 00:00:00,
536371,RAPID TRANSFER LIMITED,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
572699,Ka-Ching Payments Ltd,Cancelled - Small PI,,No longer authorised,2013-02-01 00:00:00,
576944,PixelPay Limited,Cancelled - Small PI,,Registered,2013-03-21 00:00:00,
578652,Allied Wallet Ltd,Cancelled - Authorised PI,,No longer authorised,2014-02-03 00:00:00,
579396,Moneyswap Limited,Small Payment Institution,,Registered,2019-01-11 00:00:00,
650333,Markadis Limited,Cancelled - Authorised PI,,No longer authorised,2017-12-15 00:00:00,
656143,DirectDay Ltd,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
762629,Truancy Call Ltd,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
753681,iCorp Global Limited,Small Payment Institution,,Registered,2018-11-28 00:00:00,
759653,OLP SOLUTIONS LTD,Small Payment Institution,,Registered,2018-09-13 00:00:00,
765694,PaymentsMB Limited,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
753188,WeCollect (London) Limited,PSD Revoked PI,,No longer authorised,2018-07-13 00:00:00,
768268,Yuan Capital Limited,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
706083,WGP (UK) Limited,PSD Revoked PI,,No longer authorised,2019-01-13 00:00:00,
